material_id,M_element,Ru_fraction,M_fraction,nominal_formula,adsorption_site_index,h2o_structure_file,parent_slab_file,notes
MAT_118,Mo,0.6,0.4,Ru0.60Mo0.40Ox,0,data\h2o_adsorbates\MAT_118_H2O_site0.cif,data\substituted_slabs\MAT_118_110_slab.cif,H2O adsorption structure
MAT_118,Mo,0.6,0.4,Ru0.60Mo0.40Ox,1,data\h2o_adsorbates\MAT_118_H2O_site1.cif,data\substituted_slabs\MAT_118_110_slab.cif,H2O adsorption structure
MAT_118,Mo,0.6,0.4,Ru0.60Mo0.40Ox,2,data\h2o_adsorbates\MAT_118_H2O_site2.cif,data\substituted_slabs\MAT_118_110_slab.cif,H2O adsorption structure
MAT_119,Mo,0.4,0.6,Ru0.40Mo0.60Ox,0,data\h2o_adsorbates\MAT_119_H2O_site0.cif,data\substituted_slabs\MAT_119_110_slab.cif,H2O adsorption structure
MAT_119,Mo,0.4,0.6,Ru0.40Mo0.60Ox,1,data\h2o_adsorbates\MAT_119_H2O_site1.cif,data\substituted_slabs\MAT_119_110_slab.cif,H2O adsorption structure
MAT_119,Mo,0.4,0.6,Ru0.40Mo0.60Ox,2,data\h2o_adsorbates\MAT_119_H2O_site2.cif,data\substituted_slabs\MAT_119_110_slab.cif,H2O adsorption structure
MAT_120,Mo,0.2,0.8,Ru0.20Mo0.80Ox,0,data\h2o_adsorbates\MAT_120_H2O_site0.cif,data\substituted_slabs\MAT_120_110_slab.cif,H2O adsorption structure
MAT_120,Mo,0.2,0.8,Ru0.20Mo0.80Ox,1,data\h2o_adsorbates\MAT_120_H2O_site1.cif,data\substituted_slabs\MAT_120_110_slab.cif,H2O adsorption structure
MAT_120,Mo,0.2,0.8,Ru0.20Mo0.80Ox,2,data\h2o_adsorbates\MAT_120_H2O_site2.cif,data\substituted_slabs\MAT_120_110_slab.cif,H2O adsorption structure
MAT_122,Rh,0.8,0.1999999999999999,Ru0.80Rh0.20Ox,0,data\h2o_adsorbates\MAT_122_H2O_site0.cif,data\substituted_slabs\MAT_122_110_slab.cif,H2O adsorption structure
MAT_122,Rh,0.8,0.1999999999999999,Ru0.80Rh0.20Ox,1,data\h2o_adsorbates\MAT_122_H2O_site1.cif,data\substituted_slabs\MAT_122_110_slab.cif,H2O adsorption structure
MAT_122,Rh,0.8,0.1999999999999999,Ru0.80Rh0.20Ox,2,data\h2o_adsorbates\MAT_122_H2O_site2.cif,data\substituted_slabs\MAT_122_110_slab.cif,H2O adsorption structure
MAT_123,Rh,0.6,0.4,Ru0.60Rh0.40Ox,0,data\h2o_adsorbates\MAT_123_H2O_site0.cif,data\substituted_slabs\MAT_123_110_slab.cif,H2O adsorption structure
MAT_123,Rh,0.6,0.4,Ru0.60Rh0.40Ox,1,data\h2o_adsorbates\MAT_123_H2O_site1.cif,data\substituted_slabs\MAT_123_110_slab.cif,H2O adsorption structure
MAT_123,Rh,0.6,0.4,Ru0.60Rh0.40Ox,2,data\h2o_adsorbates\MAT_123_H2O_site2.cif,data\substituted_slabs\MAT_123_110_slab.cif,H2O adsorption structure
MAT_124,Rh,0.4,0.6,Ru0.40Rh0.60Ox,0,data\h2o_adsorbates\MAT_124_H2O_site0.cif,data\substituted_slabs\MAT_124_110_slab.cif,H2O adsorption structure
MAT_124,Rh,0.4,0.6,Ru0.40Rh0.60Ox,1,data\h2o_adsorbates\MAT_124_H2O_site1.cif,data\substituted_slabs\MAT_124_110_slab.cif,H2O adsorption structure
MAT_124,Rh,0.4,0.6,Ru0.40Rh0.60Ox,2,data\h2o_adsorbates\MAT_124_H2O_site2.cif,data\substituted_slabs\MAT_124_110_slab.cif,H2O adsorption structure
MAT_125,Rh,0.2,0.8,Ru0.20Rh0.80Ox,0,data\h2o_adsorbates\MAT_125_H2O_site0.cif,data\substituted_slabs\MAT_125_110_slab.cif,H2O adsorption structure
MAT_125,Rh,0.2,0.8,Ru0.20Rh0.80Ox,1,data\h2o_adsorbates\MAT_125_H2O_site1.cif,data\substituted_slabs\MAT_125_110_slab.cif,H2O adsorption structure
MAT_125,Rh,0.2,0.8,Ru0.20Rh0.80Ox,2,data\h2o_adsorbates\MAT_125_H2O_site2.cif,data\substituted_slabs\MAT_125_110_slab.cif,H2O adsorption structure
MAT_127,Pd,0.8,0.1999999999999999,Ru0.80Pd0.20Ox,0,data\h2o_adsorbates\MAT_127_H2O_site0.cif,data\substituted_slabs\MAT_127_110_slab.cif,H2O adsorption structure
MAT_127,Pd,0.8,0.1999999999999999,Ru0.80Pd0.20Ox,1,data\h2o_adsorbates\MAT_127_H2O_site1.cif,data\substituted_slabs\MAT_127_110_slab.cif,H2O adsorption structure
MAT_127,Pd,0.8,0.1999999999999999,Ru0.80Pd0.20Ox,2,data\h2o_adsorbates\MAT_127_H2O_site2.cif,data\substituted_slabs\MAT_127_110_slab.cif,H2O adsorption structure
MAT_128,Pd,0.6,0.4,Ru0.60Pd0.40Ox,0,data\h2o_adsorbates\MAT_128_H2O_site0.cif,data\substituted_slabs\MAT_128_110_slab.cif,H2O adsorption structure
MAT_128,Pd,0.6,0.4,Ru0.60Pd0.40Ox,1,data\h2o_adsorbates\MAT_128_H2O_site1.cif,data\substituted_slabs\MAT_128_110_slab.cif,H2O adsorption structure
MAT_128,Pd,0.6,0.4,Ru0.60Pd0.40Ox,2,data\h2o_adsorbates\MAT_128_H2O_site2.cif,data\substituted_slabs\MAT_128_110_slab.cif,H2O adsorption structure
MAT_129,Pd,0.4,0.6,Ru0.40Pd0.60Ox,0,data\h2o_adsorbates\MAT_129_H2O_site0.cif,data\substituted_slabs\MAT_129_110_slab.cif,H2O adsorption structure
MAT_129,Pd,0.4,0.6,Ru0.40Pd0.60Ox,1,data\h2o_adsorbates\MAT_129_H2O_site1.cif,data\substituted_slabs\MAT_129_110_slab.cif,H2O adsorption structure
MAT_129,Pd,0.4,0.6,Ru0.40Pd0.60Ox,2,data\h2o_adsorbates\MAT_129_H2O_site2.cif,data\substituted_slabs\MAT_129_110_slab.cif,H2O adsorption structure
MAT_130,Pd,0.2,0.8,Ru0.20Pd0.80Ox,0,data\h2o_adsorbates\MAT_130_H2O_site0.cif,data\substituted_slabs\MAT_130_110_slab.cif,H2O adsorption structure
MAT_130,Pd,0.2,0.8,Ru0.20Pd0.80Ox,1,data\h2o_adsorbates\MAT_130_H2O_site1.cif,data\substituted_slabs\MAT_130_110_slab.cif,H2O adsorption structure
MAT_130,Pd,0.2,0.8,Ru0.20Pd0.80Ox,2,data\h2o_adsorbates\MAT_130_H2O_site2.cif,data\substituted_slabs\MAT_130_110_slab.cif,H2O adsorption structure
MAT_132,Ag,0.8,0.1999999999999999,Ru0.80Ag0.20Ox,0,data\h2o_adsorbates\MAT_132_H2O_site0.cif,data\substituted_slabs\MAT_132_110_slab.cif,H2O adsorption structure
MAT_132,Ag,0.8,0.1999999999999999,Ru0.80Ag0.20Ox,1,data\h2o_adsorbates\MAT_132_H2O_site1.cif,data\substituted_slabs\MAT_132_110_slab.cif,H2O adsorption structure
MAT_132,Ag,0.8,0.1999999999999999,Ru0.80Ag0.20Ox,2,data\h2o_adsorbates\MAT_132_H2O_site2.cif,data\substituted_slabs\MAT_132_110_slab.cif,H2O adsorption structure
MAT_133,Ag,0.6,0.4,Ru0.60Ag0.40Ox,0,data\h2o_adsorbates\MAT_133_H2O_site0.cif,data\substituted_slabs\MAT_133_110_slab.cif,H2O adsorption structure
MAT_133,Ag,0.6,0.4,Ru0.60Ag0.40Ox,1,data\h2o_adsorbates\MAT_133_H2O_site1.cif,data\substituted_slabs\MAT_133_110_slab.cif,H2O adsorption structure
MAT_133,Ag,0.6,0.4,Ru0.60Ag0.40Ox,2,data\h2o_adsorbates\MAT_133_H2O_site2.cif,data\substituted_slabs\MAT_133_110_slab.cif,H2O adsorption structure
MAT_134,Ag,0.4,0.6,Ru0.40Ag0.60Ox,0,data\h2o_adsorbates\MAT_134_H2O_site0.cif,data\substituted_slabs\MAT_134_110_slab.cif,H2O adsorption structure
MAT_134,Ag,0.4,0.6,Ru0.40Ag0.60Ox,1,data\h2o_adsorbates\MAT_134_H2O_site1.cif,data\substituted_slabs\MAT_134_110_slab.cif,H2O adsorption structure
MAT_134,Ag,0.4,0.6,Ru0.40Ag0.60Ox,2,data\h2o_adsorbates\MAT_134_H2O_site2.cif,data\substituted_slabs\MAT_134_110_slab.cif,H2O adsorption structure
MAT_135,Ag,0.2,0.8,Ru0.20Ag0.80Ox,0,data\h2o_adsorbates\MAT_135_H2O_site0.cif,data\substituted_slabs\MAT_135_110_slab.cif,H2O adsorption structure
MAT_135,Ag,0.2,0.8,Ru0.20Ag0.80Ox,1,data\h2o_adsorbates\MAT_135_H2O_site1.cif,data\substituted_slabs\MAT_135_110_slab.cif,H2O adsorption structure
MAT_135,Ag,0.2,0.8,Ru0.20Ag0.80Ox,2,data\h2o_adsorbates\MAT_135_H2O_site2.cif,data\substituted_slabs\MAT_135_110_slab.cif,H2O adsorption structure
MAT_137,Cd,0.8,0.1999999999999999,Ru0.80Cd0.20Ox,0,data\h2o_adsorbates\MAT_137_H2O_site0.cif,data\substituted_slabs\MAT_137_110_slab.cif,H2O adsorption structure
MAT_137,Cd,0.8,0.1999999999999999,Ru0.80Cd0.20Ox,1,data\h2o_adsorbates\MAT_137_H2O_site1.cif,data\substituted_slabs\MAT_137_110_slab.cif,H2O adsorption structure
MAT_137,Cd,0.8,0.1999999999999999,Ru0.80Cd0.20Ox,2,data\h2o_adsorbates\MAT_137_H2O_site2.cif,data\substituted_slabs\MAT_137_110_slab.cif,H2O adsorption structure
MAT_138,Cd,0.6,0.4,Ru0.60Cd0.40Ox,0,data\h2o_adsorbates\MAT_138_H2O_site0.cif,data\substituted_slabs\MAT_138_110_slab.cif,H2O adsorption structure
MAT_138,Cd,0.6,0.4,Ru0.60Cd0.40Ox,1,data\h2o_adsorbates\MAT_138_H2O_site1.cif,data\substituted_slabs\MAT_138_110_slab.cif,H2O adsorption structure
MAT_138,Cd,0.6,0.4,Ru0.60Cd0.40Ox,2,data\h2o_adsorbates\MAT_138_H2O_site2.cif,data\substituted_slabs\MAT_138_110_slab.cif,H2O adsorption structure
MAT_139,Cd,0.4,0.6,Ru0.40Cd0.60Ox,0,data\h2o_adsorbates\MAT_139_H2O_site0.cif,data\substituted_slabs\MAT_139_110_slab.cif,H2O adsorption structure
MAT_139,Cd,0.4,0.6,Ru0.40Cd0.60Ox,1,data\h2o_adsorbates\MAT_139_H2O_site1.cif,data\substituted_slabs\MAT_139_110_slab.cif,H2O adsorption structure
MAT_139,Cd,0.4,0.6,Ru0.40Cd0.60Ox,2,data\h2o_adsorbates\MAT_139_H2O_site2.cif,data\substituted_slabs\MAT_139_110_slab.cif,H2O adsorption structure
MAT_140,Cd,0.2,0.8,Ru0.20Cd0.80Ox,0,data\h2o_adsorbates\MAT_140_H2O_site0.cif,data\substituted_slabs\MAT_140_110_slab.cif,H2O adsorption structure
MAT_140,Cd,0.2,0.8,Ru0.20Cd0.80Ox,1,data\h2o_adsorbates\MAT_140_H2O_site1.cif,data\substituted_slabs\MAT_140_110_slab.cif,H2O adsorption structure
MAT_140,Cd,0.2,0.8,Ru0.20Cd0.80Ox,2,data\h2o_adsorbates\MAT_140_H2O_site2.cif,data\substituted_slabs\MAT_140_110_slab.cif,H2O adsorption structure
MAT_142,In,0.8,0.1999999999999999,Ru0.80In0.20Ox,0,data\h2o_adsorbates\MAT_142_H2O_site0.cif,data\substituted_slabs\MAT_142_110_slab.cif,H2O adsorption structure
MAT_142,In,0.8,0.1999999999999999,Ru0.80In0.20Ox,1,data\h2o_adsorbates\MAT_142_H2O_site1.cif,data\substituted_slabs\MAT_142_110_slab.cif,H2O adsorption structure
MAT_142,In,0.8,0.1999999999999999,Ru0.80In0.20Ox,2,data\h2o_adsorbates\MAT_142_H2O_site2.cif,data\substituted_slabs\MAT_142_110_slab.cif,H2O adsorption structure
MAT_143,In,0.6,0.4,Ru0.60In0.40Ox,0,data\h2o_adsorbates\MAT_143_H2O_site0.cif,data\substituted_slabs\MAT_143_110_slab.cif,H2O adsorption structure
MAT_143,In,0.6,0.4,Ru0.60In0.40Ox,1,data\h2o_adsorbates\MAT_143_H2O_site1.cif,data\substituted_slabs\MAT_143_110_slab.cif,H2O adsorption structure
MAT_143,In,0.6,0.4,Ru0.60In0.40Ox,2,data\h2o_adsorbates\MAT_143_H2O_site2.cif,data\substituted_slabs\MAT_143_110_slab.cif,H2O adsorption structure
MAT_144,In,0.4,0.6,Ru0.40In0.60Ox,0,data\h2o_adsorbates\MAT_144_H2O_site0.cif,data\substituted_slabs\MAT_144_110_slab.cif,H2O adsorption structure
MAT_144,In,0.4,0.6,Ru0.40In0.60Ox,1,data\h2o_adsorbates\MAT_144_H2O_site1.cif,data\substituted_slabs\MAT_144_110_slab.cif,H2O adsorption structure
MAT_144,In,0.4,0.6,Ru0.40In0.60Ox,2,data\h2o_adsorbates\MAT_144_H2O_site2.cif,data\substituted_slabs\MAT_144_110_slab.cif,H2O adsorption structure
MAT_145,In,0.2,0.8,Ru0.20In0.80Ox,0,data\h2o_adsorbates\MAT_145_H2O_site0.cif,data\substituted_slabs\MAT_145_110_slab.cif,H2O adsorption structure
MAT_145,In,0.2,0.8,Ru0.20In0.80Ox,1,data\h2o_adsorbates\MAT_145_H2O_site1.cif,data\substituted_slabs\MAT_145_110_slab.cif,H2O adsorption structure
MAT_145,In,0.2,0.8,Ru0.20In0.80Ox,2,data\h2o_adsorbates\MAT_145_H2O_site2.cif,data\substituted_slabs\MAT_145_110_slab.cif,H2O adsorption structure
MAT_147,Sn,0.8,0.1999999999999999,Ru0.80Sn0.20Ox,0,data\h2o_adsorbates\MAT_147_H2O_site0.cif,data\substituted_slabs\MAT_147_110_slab.cif,H2O adsorption structure
MAT_147,Sn,0.8,0.1999999999999999,Ru0.80Sn0.20Ox,1,data\h2o_adsorbates\MAT_147_H2O_site1.cif,data\substituted_slabs\MAT_147_110_slab.cif,H2O adsorption structure
MAT_147,Sn,0.8,0.1999999999999999,Ru0.80Sn0.20Ox,2,data\h2o_adsorbates\MAT_147_H2O_site2.cif,data\substituted_slabs\MAT_147_110_slab.cif,H2O adsorption structure
MAT_148,Sn,0.6,0.4,Ru0.60Sn0.40Ox,0,data\h2o_adsorbates\MAT_148_H2O_site0.cif,data\substituted_slabs\MAT_148_110_slab.cif,H2O adsorption structure
MAT_148,Sn,0.6,0.4,Ru0.60Sn0.40Ox,1,data\h2o_adsorbates\MAT_148_H2O_site1.cif,data\substituted_slabs\MAT_148_110_slab.cif,H2O adsorption structure
MAT_148,Sn,0.6,0.4,Ru0.60Sn0.40Ox,2,data\h2o_adsorbates\MAT_148_H2O_site2.cif,data\substituted_slabs\MAT_148_110_slab.cif,H2O adsorption structure
MAT_149,Sn,0.4,0.6,Ru0.40Sn0.60Ox,0,data\h2o_adsorbates\MAT_149_H2O_site0.cif,data\substituted_slabs\MAT_149_110_slab.cif,H2O adsorption structure
MAT_149,Sn,0.4,0.6,Ru0.40Sn0.60Ox,1,data\h2o_adsorbates\MAT_149_H2O_site1.cif,data\substituted_slabs\MAT_149_110_slab.cif,H2O adsorption structure
MAT_149,Sn,0.4,0.6,Ru0.40Sn0.60Ox,2,data\h2o_adsorbates\MAT_149_H2O_site2.cif,data\substituted_slabs\MAT_149_110_slab.cif,H2O adsorption structure
MAT_150,Sn,0.2,0.8,Ru0.20Sn0.80Ox,0,data\h2o_adsorbates\MAT_150_H2O_site0.cif,data\substituted_slabs\MAT_150_110_slab.cif,H2O adsorption structure
MAT_150,Sn,0.2,0.8,Ru0.20Sn0.80Ox,1,data\h2o_adsorbates\MAT_150_H2O_site1.cif,data\substituted_slabs\MAT_150_110_slab.cif,H2O adsorption structure
MAT_150,Sn,0.2,0.8,Ru0.20Sn0.80Ox,2,data\h2o_adsorbates\MAT_150_H2O_site2.cif,data\substituted_slabs\MAT_150_110_slab.cif,H2O adsorption structure
MAT_152,Ba,0.8,0.1999999999999999,Ru0.80Ba0.20Ox,0,data\h2o_adsorbates\MAT_152_H2O_site0.cif,data\substituted_slabs\MAT_152_110_slab.cif,H2O adsorption structure
MAT_152,Ba,0.8,0.1999999999999999,Ru0.80Ba0.20Ox,1,data\h2o_adsorbates\MAT_152_H2O_site1.cif,data\substituted_slabs\MAT_152_110_slab.cif,H2O adsorption structure
MAT_152,Ba,0.8,0.1999999999999999,Ru0.80Ba0.20Ox,2,data\h2o_adsorbates\MAT_152_H2O_site2.cif,data\substituted_slabs\MAT_152_110_slab.cif,H2O adsorption structure
MAT_153,Ba,0.6,0.4,Ru0.60Ba0.40Ox,0,data\h2o_adsorbates\MAT_153_H2O_site0.cif,data\substituted_slabs\MAT_153_110_slab.cif,H2O adsorption structure
MAT_153,Ba,0.6,0.4,Ru0.60Ba0.40Ox,1,data\h2o_adsorbates\MAT_153_H2O_site1.cif,data\substituted_slabs\MAT_153_110_slab.cif,H2O adsorption structure
MAT_153,Ba,0.6,0.4,Ru0.60Ba0.40Ox,2,data\h2o_adsorbates\MAT_153_H2O_site2.cif,data\substituted_slabs\MAT_153_110_slab.cif,H2O adsorption structure
MAT_154,Ba,0.4,0.6,Ru0.40Ba0.60Ox,0,data\h2o_adsorbates\MAT_154_H2O_site0.cif,data\substituted_slabs\MAT_154_110_slab.cif,H2O adsorption structure
MAT_154,Ba,0.4,0.6,Ru0.40Ba0.60Ox,1,data\h2o_adsorbates\MAT_154_H2O_site1.cif,data\substituted_slabs\MAT_154_110_slab.cif,H2O adsorption structure
MAT_154,Ba,0.4,0.6,Ru0.40Ba0.60Ox,2,data\h2o_adsorbates\MAT_154_H2O_site2.cif,data\substituted_slabs\MAT_154_110_slab.cif,H2O adsorption structure
MAT_155,Ba,0.2,0.8,Ru0.20Ba0.80Ox,0,data\h2o_adsorbates\MAT_155_H2O_site0.cif,data\substituted_slabs\MAT_155_110_slab.cif,H2O adsorption structure
MAT_155,Ba,0.2,0.8,Ru0.20Ba0.80Ox,1,data\h2o_adsorbates\MAT_155_H2O_site1.cif,data\substituted_slabs\MAT_155_110_slab.cif,H2O adsorption structure
MAT_155,Ba,0.2,0.8,Ru0.20Ba0.80Ox,2,data\h2o_adsorbates\MAT_155_H2O_site2.cif,data\substituted_slabs\MAT_155_110_slab.cif,H2O adsorption structure
MAT_157,La,0.8,0.1999999999999999,Ru0.80La0.20Ox,0,data\h2o_adsorbates\MAT_157_H2O_site0.cif,data\substituted_slabs\MAT_157_110_slab.cif,H2O adsorption structure
MAT_157,La,0.8,0.1999999999999999,Ru0.80La0.20Ox,1,data\h2o_adsorbates\MAT_157_H2O_site1.cif,data\substituted_slabs\MAT_157_110_slab.cif,H2O adsorption structure
MAT_157,La,0.8,0.1999999999999999,Ru0.80La0.20Ox,2,data\h2o_adsorbates\MAT_157_H2O_site2.cif,data\substituted_slabs\MAT_157_110_slab.cif,H2O adsorption structure
MAT_158,La,0.6,0.4,Ru0.60La0.40Ox,0,data\h2o_adsorbates\MAT_158_H2O_site0.cif,data\substituted_slabs\MAT_158_110_slab.cif,H2O adsorption structure
MAT_158,La,0.6,0.4,Ru0.60La0.40Ox,1,data\h2o_adsorbates\MAT_158_H2O_site1.cif,data\substituted_slabs\MAT_158_110_slab.cif,H2O adsorption structure
MAT_158,La,0.6,0.4,Ru0.60La0.40Ox,2,data\h2o_adsorbates\MAT_158_H2O_site2.cif,data\substituted_slabs\MAT_158_110_slab.cif,H2O adsorption structure
MAT_159,La,0.4,0.6,Ru0.40La0.60Ox,0,data\h2o_adsorbates\MAT_159_H2O_site0.cif,data\substituted_slabs\MAT_159_110_slab.cif,H2O adsorption structure
MAT_159,La,0.4,0.6,Ru0.40La0.60Ox,1,data\h2o_adsorbates\MAT_159_H2O_site1.cif,data\substituted_slabs\MAT_159_110_slab.cif,H2O adsorption structure
MAT_159,La,0.4,0.6,Ru0.40La0.60Ox,2,data\h2o_adsorbates\MAT_159_H2O_site2.cif,data\substituted_slabs\MAT_159_110_slab.cif,H2O adsorption structure
MAT_160,La,0.2,0.8,Ru0.20La0.80Ox,0,data\h2o_adsorbates\MAT_160_H2O_site0.cif,data\substituted_slabs\MAT_160_110_slab.cif,H2O adsorption structure
MAT_160,La,0.2,0.8,Ru0.20La0.80Ox,1,data\h2o_adsorbates\MAT_160_H2O_site1.cif,data\substituted_slabs\MAT_160_110_slab.cif,H2O adsorption structure
MAT_160,La,0.2,0.8,Ru0.20La0.80Ox,2,data\h2o_adsorbates\MAT_160_H2O_site2.cif,data\substituted_slabs\MAT_160_110_slab.cif,H2O adsorption structure
MAT_162,Ce,0.8,0.1999999999999999,Ru0.80Ce0.20Ox,0,data\h2o_adsorbates\MAT_162_H2O_site0.cif,data\substituted_slabs\MAT_162_110_slab.cif,H2O adsorption structure
MAT_162,Ce,0.8,0.1999999999999999,Ru0.80Ce0.20Ox,1,data\h2o_adsorbates\MAT_162_H2O_site1.cif,data\substituted_slabs\MAT_162_110_slab.cif,H2O adsorption structure
MAT_162,Ce,0.8,0.1999999999999999,Ru0.80Ce0.20Ox,2,data\h2o_adsorbates\MAT_162_H2O_site2.cif,data\substituted_slabs\MAT_162_110_slab.cif,H2O adsorption structure
MAT_163,Ce,0.6,0.4,Ru0.60Ce0.40Ox,0,data\h2o_adsorbates\MAT_163_H2O_site0.cif,data\substituted_slabs\MAT_163_110_slab.cif,H2O adsorption structure
MAT_163,Ce,0.6,0.4,Ru0.60Ce0.40Ox,1,data\h2o_adsorbates\MAT_163_H2O_site1.cif,data\substituted_slabs\MAT_163_110_slab.cif,H2O adsorption structure
MAT_163,Ce,0.6,0.4,Ru0.60Ce0.40Ox,2,data\h2o_adsorbates\MAT_163_H2O_site2.cif,data\substituted_slabs\MAT_163_110_slab.cif,H2O adsorption structure
MAT_164,Ce,0.4,0.6,Ru0.40Ce0.60Ox,0,data\h2o_adsorbates\MAT_164_H2O_site0.cif,data\substituted_slabs\MAT_164_110_slab.cif,H2O adsorption structure
MAT_164,Ce,0.4,0.6,Ru0.40Ce0.60Ox,1,data\h2o_adsorbates\MAT_164_H2O_site1.cif,data\substituted_slabs\MAT_164_110_slab.cif,H2O adsorption structure
MAT_164,Ce,0.4,0.6,Ru0.40Ce0.60Ox,2,data\h2o_adsorbates\MAT_164_H2O_site2.cif,data\substituted_slabs\MAT_164_110_slab.cif,H2O adsorption structure
MAT_165,Ce,0.2,0.8,Ru0.20Ce0.80Ox,0,data\h2o_adsorbates\MAT_165_H2O_site0.cif,data\substituted_slabs\MAT_165_110_slab.cif,H2O adsorption structure
MAT_165,Ce,0.2,0.8,Ru0.20Ce0.80Ox,1,data\h2o_adsorbates\MAT_165_H2O_site1.cif,data\substituted_slabs\MAT_165_110_slab.cif,H2O adsorption structure
MAT_165,Ce,0.2,0.8,Ru0.20Ce0.80Ox,2,data\h2o_adsorbates\MAT_165_H2O_site2.cif,data\substituted_slabs\MAT_165_110_slab.cif,H2O adsorption structure
MAT_167,Pr,0.8,0.1999999999999999,Ru0.80Pr0.20Ox,0,data\h2o_adsorbates\MAT_167_H2O_site0.cif,data\substituted_slabs\MAT_167_110_slab.cif,H2O adsorption structure
MAT_167,Pr,0.8,0.1999999999999999,Ru0.80Pr0.20Ox,1,data\h2o_adsorbates\MAT_167_H2O_site1.cif,data\substituted_slabs\MAT_167_110_slab.cif,H2O adsorption structure
MAT_167,Pr,0.8,0.1999999999999999,Ru0.80Pr0.20Ox,2,data\h2o_adsorbates\MAT_167_H2O_site2.cif,data\substituted_slabs\MAT_167_110_slab.cif,H2O adsorption structure
MAT_168,Pr,0.6,0.4,Ru0.60Pr0.40Ox,0,data\h2o_adsorbates\MAT_168_H2O_site0.cif,data\substituted_slabs\MAT_168_110_slab.cif,H2O adsorption structure
MAT_168,Pr,0.6,0.4,Ru0.60Pr0.40Ox,1,data\h2o_adsorbates\MAT_168_H2O_site1.cif,data\substituted_slabs\MAT_168_110_slab.cif,H2O adsorption structure
MAT_168,Pr,0.6,0.4,Ru0.60Pr0.40Ox,2,data\h2o_adsorbates\MAT_168_H2O_site2.cif,data\substituted_slabs\MAT_168_110_slab.cif,H2O adsorption structure
MAT_169,Pr,0.4,0.6,Ru0.40Pr0.60Ox,0,data\h2o_adsorbates\MAT_169_H2O_site0.cif,data\substituted_slabs\MAT_169_110_slab.cif,H2O adsorption structure
MAT_169,Pr,0.4,0.6,Ru0.40Pr0.60Ox,1,data\h2o_adsorbates\MAT_169_H2O_site1.cif,data\substituted_slabs\MAT_169_110_slab.cif,H2O adsorption structure
MAT_169,Pr,0.4,0.6,Ru0.40Pr0.60Ox,2,data\h2o_adsorbates\MAT_169_H2O_site2.cif,data\substituted_slabs\MAT_169_110_slab.cif,H2O adsorption structure
MAT_170,Pr,0.2,0.8,Ru0.20Pr0.80Ox,0,data\h2o_adsorbates\MAT_170_H2O_site0.cif,data\substituted_slabs\MAT_170_110_slab.cif,H2O adsorption structure
MAT_170,Pr,0.2,0.8,Ru0.20Pr0.80Ox,1,data\h2o_adsorbates\MAT_170_H2O_site1.cif,data\substituted_slabs\MAT_170_110_slab.cif,H2O adsorption structure
MAT_170,Pr,0.2,0.8,Ru0.20Pr0.80Ox,2,data\h2o_adsorbates\MAT_170_H2O_site2.cif,data\substituted_slabs\MAT_170_110_slab.cif,H2O adsorption structure
MAT_172,Nd,0.8,0.1999999999999999,Ru0.80Nd0.20Ox,0,data\h2o_adsorbates\MAT_172_H2O_site0.cif,data\substituted_slabs\MAT_172_110_slab.cif,H2O adsorption structure
MAT_172,Nd,0.8,0.1999999999999999,Ru0.80Nd0.20Ox,1,data\h2o_adsorbates\MAT_172_H2O_site1.cif,data\substituted_slabs\MAT_172_110_slab.cif,H2O adsorption structure
MAT_172,Nd,0.8,0.1999999999999999,Ru0.80Nd0.20Ox,2,data\h2o_adsorbates\MAT_172_H2O_site2.cif,data\substituted_slabs\MAT_172_110_slab.cif,H2O adsorption structure
MAT_173,Nd,0.6,0.4,Ru0.60Nd0.40Ox,0,data\h2o_adsorbates\MAT_173_H2O_site0.cif,data\substituted_slabs\MAT_173_110_slab.cif,H2O adsorption structure
MAT_173,Nd,0.6,0.4,Ru0.60Nd0.40Ox,1,data\h2o_adsorbates\MAT_173_H2O_site1.cif,data\substituted_slabs\MAT_173_110_slab.cif,H2O adsorption structure
MAT_173,Nd,0.6,0.4,Ru0.60Nd0.40Ox,2,data\h2o_adsorbates\MAT_173_H2O_site2.cif,data\substituted_slabs\MAT_173_110_slab.cif,H2O adsorption structure
MAT_174,Nd,0.4,0.6,Ru0.40Nd0.60Ox,0,data\h2o_adsorbates\MAT_174_H2O_site0.cif,data\substituted_slabs\MAT_174_110_slab.cif,H2O adsorption structure
MAT_174,Nd,0.4,0.6,Ru0.40Nd0.60Ox,1,data\h2o_adsorbates\MAT_174_H2O_site1.cif,data\substituted_slabs\MAT_174_110_slab.cif,H2O adsorption structure
MAT_174,Nd,0.4,0.6,Ru0.40Nd0.60Ox,2,data\h2o_adsorbates\MAT_174_H2O_site2.cif,data\substituted_slabs\MAT_174_110_slab.cif,H2O adsorption structure
MAT_175,Nd,0.2,0.8,Ru0.20Nd0.80Ox,0,data\h2o_adsorbates\MAT_175_H2O_site0.cif,data\substituted_slabs\MAT_175_110_slab.cif,H2O adsorption structure
MAT_175,Nd,0.2,0.8,Ru0.20Nd0.80Ox,1,data\h2o_adsorbates\MAT_175_H2O_site1.cif,data\substituted_slabs\MAT_175_110_slab.cif,H2O adsorption structure
MAT_175,Nd,0.2,0.8,Ru0.20Nd0.80Ox,2,data\h2o_adsorbates\MAT_175_H2O_site2.cif,data\substituted_slabs\MAT_175_110_slab.cif,H2O adsorption structure
